sensor,temperature,humidity,zone,location,timestamp
{'C571D4304234'},13.420000,63.417500,zone2,top,2024-06-20 03:58:30
{'C4D912ED63C6'},13.830000,63.110001,zone2,bottom,2024-06-20 03:58:30
{'EEC412FDCADF'},13.695000,62.700001,zone1,top,2024-06-20 03:58:30
{'C571D4304234'},13.680000,62.095001,zone2,top,2024-06-20 04:08:30
{'EEC412FDCADF'},13.915000,61.665001,zone1,top,2024-06-20 04:08:31
{'C37E14567097'},14.420000,60.437500,zone3,bottom,2024-06-20 04:18:31
{'C571D4304234'},14.000000,61.395000,zone2,top,2024-06-20 04:18:31
{'EEC412FDCADF'},14.190000,61.112499,zone1,top,2024-06-20 04:18:31
{'C631F5295273'},13.740000,63.005001,zone1,bottom,2024-06-20 04:28:31
{'C37E14567097'},14.765000,59.730000,zone3,bottom,2024-06-20 04:28:32
{'C571D4304234'},14.365000,60.740002,zone2,top,2024-06-20 04:28:32
{'C631F5295273'},14.085000,61.700001,zone1,bottom,2024-06-20 04:38:32
{'C571D4304234'},14.805000,59.334999,zone2,top,2024-06-20 04:38:33
{'DBC358D90370'},14.795000,59.762501,zone3,top,2024-06-20 04:38:33
{'C4D912ED63C6'},15.930000,56.502499,zone2,bottom,2024-06-20 04:48:33
{'C571D4304234'},15.000000,58.090000,zone2,top,2024-06-20 04:48:33
{'DBC358D90370'},15.070000,58.427502,zone3,top,2024-06-20 04:48:33
{'C571D4304234'},15.140000,57.342499,zone2,top,2024-06-20 04:58:33
{'C4D912ED63C6'},16.100000,55.547501,zone2,bottom,2024-06-20 04:58:33
{'DBC358D90370'},15.030000,58.072498,zone3,top,2024-06-20 04:58:34
{'C571D4304234'},15.650000,56.442501,zone2,top,2024-06-20 05:08:33
{'C631F5295273'},14.635000,59.667500,zone1,bottom,2024-06-20 05:08:33
{'C37E14567097'},15.795000,55.884998,zone3,bottom,2024-06-20 05:08:34
{'C4D912ED63C6'},16.885000,53.570000,zone2,bottom,2024-06-20 05:18:34
{'EEC412FDCADF'},15.885000,55.687500,zone1,top,2024-06-20 05:18:35
{'DBC358D90370'},15.830000,55.762501,zone3,top,2024-06-20 05:18:35
{'C37E14567097'},16.514999,53.779999,zone3,bottom,2024-06-20 05:28:36
{'C631F5295273'},15.030000,57.857498,zone1,bottom,2024-06-20 05:28:36
{'C4D912ED63C6'},18.275000,50.395000,zone2,bottom,2024-06-20 05:38:34
{'EEC412FDCADF'},16.635000,53.985001,zone1,top,2024-06-20 05:38:35
{'DBC358D90370'},17.010000,51.317501,zone3,top,2024-06-20 05:48:36
{'EEC412FDCADF'},16.705000,52.814999,zone1,top,2024-06-20 05:48:37
{'C631F5295273'},15.525000,55.722500,zone1,bottom,2024-06-20 05:48:37
{'C37E14567097'},17.014999,50.740002,zone3,bottom,2024-06-20 05:48:37
{'C571D4304234'},17.344999,51.197498,zone2,top,2024-06-20 05:58:36
{'C631F5295273'},15.775000,55.325001,zone1,bottom,2024-06-20 05:58:36
{'DBC358D90370'},17.180000,51.680000,zone3,top,2024-06-20 05:58:36
{'C37E14567097'},17.775000,50.154999,zone3,bottom,2024-06-20 06:08:38
{'EEC412FDCADF'},17.570000,50.740002,zone1,top,2024-06-20 06:08:39
{'DBC358D90370'},17.850000,49.782501,zone3,top,2024-06-20 06:08:38
{'C631F5295273'},16.625000,52.950001,zone1,bottom,2024-06-20 06:18:37
{'C37E14567097'},18.485001,48.742500,zone3,bottom,2024-06-20 06:18:38
{'EEC412FDCADF'},18.305000,48.187500,zone1,top,2024-06-20 06:28:37
{'C4D912ED63C6'},20.180000,44.430000,zone2,bottom,2024-06-20 06:28:38
{'C4D912ED63C6'},20.540001,43.639999,zone2,bottom,2024-06-20 06:38:37
{'C37E14567097'},19.250000,45.917500,zone3,bottom,2024-06-20 06:38:38
{'C37E14567097'},19.084999,45.330002,zone3,bottom,2024-06-20 06:48:38
{'C571D4304234'},19.065001,45.642502,zone2,top,2024-06-20 06:48:38
{'EEC412FDCADF'},18.155001,47.662498,zone1,top,2024-06-20 06:48:39
{'C571D4304234'},19.709999,45.292500,zone2,top,2024-06-20 06:58:38
{'DBC358D90370'},19.580000,45.607498,zone3,top,2024-06-20 06:58:39
{'C631F5295273'},17.635000,50.772499,zone1,bottom,2024-06-20 06:58:39
{'C631F5295273'},18.165001,48.222500,zone1,bottom,2024-06-20 07:08:39
{'C37E14567097'},20.500000,43.654999,zone3,bottom,2024-06-20 07:08:39
{'EEC412FDCADF'},19.680000,45.494999,zone1,top,2024-06-20 07:08:39
{'C631F5295273'},18.275000,47.860001,zone1,bottom,2024-06-20 07:18:39
{'EEC412FDCADF'},19.695000,45.222500,zone1,top,2024-06-20 07:18:40
{'C631F5295273'},19.170000,46.759998,zone1,bottom,2024-06-20 07:28:40
{'EEC412FDCADF'},20.790001,44.142502,zone1,top,2024-06-20 07:28:40
{'C631F5295273'},18.430000,46.165001,zone1,bottom,2024-06-20 07:38:40
{'C4D912ED63C6'},23.235001,37.697498,zone2,bottom,2024-06-20 07:38:40
{'EEC412FDCADF'},19.844999,43.740002,zone1,top,2024-06-20 07:38:41
{'C4D912ED63C6'},23.400000,36.994999,zone2,bottom,2024-06-20 07:48:40
{'C631F5295273'},18.680000,45.314999,zone1,bottom,2024-06-20 07:48:41
{'C37E14567097'},20.930000,40.410000,zone3,bottom,2024-06-20 07:48:41
{'EEC412FDCADF'},20.405001,43.250000,zone1,top,2024-06-20 07:58:41
{'DBC358D90370'},21.365000,40.264999,zone3,top,2024-06-20 07:58:42
{'C631F5295273'},18.985001,45.325001,zone1,bottom,2024-06-20 07:58:42
{'C631F5295273'},19.530001,43.919998,zone1,bottom,2024-06-20 08:08:43
{'C4D912ED63C6'},24.930000,35.002499,zone2,bottom,2024-06-20 08:08:43
{'C571D4304234'},22.235001,38.517502,zone2,top,2024-06-20 08:08:43
{'C37E14567097'},21.830000,38.529999,zone3,bottom,2024-06-20 08:18:43
{'C4D912ED63C6'},24.530001,34.822498,zone2,bottom,2024-06-20 08:18:44
{'DBC358D90370'},21.815001,38.680000,zone3,top,2024-06-20 08:18:44
{'DBC358D90370'},22.295000,38.685001,zone3,top,2024-06-20 08:28:44
{'C4D912ED63C6'},25.165001,34.767502,zone2,bottom,2024-06-20 08:28:44
{'C37E14567097'},22.440001,38.667500,zone3,bottom,2024-06-20 08:28:44
{'C631F5295273'},20.305000,41.000000,zone1,bottom,2024-06-20 08:38:44
{'C4D912ED63C6'},25.600000,33.087502,zone2,bottom,2024-06-20 08:38:45
{'EEC412FDCADF'},21.750000,39.334999,zone1,top,2024-06-20 08:38:45
{'C37E14567097'},23.205000,35.314999,zone3,bottom,2024-06-20 08:48:46
{'DBC358D90370'},23.320000,35.529999,zone3,top,2024-06-20 08:48:46
{'EEC412FDCADF'},21.860001,38.665001,zone1,top,2024-06-20 08:48:47
{'C631F5295273'},21.000000,41.110001,zone1,bottom,2024-06-20 08:58:45
{'C4D912ED63C6'},25.830000,33.267502,zone2,bottom,2024-06-20 08:58:46
{'C571D4304234'},22.990000,36.404999,zone2,top,2024-06-20 09:08:47
{'DBC358D90370'},22.665001,36.270000,zone3,top,2024-06-20 09:08:48
{'EEC412FDCADF'},21.905001,39.084999,zone1,top,2024-06-20 09:08:48
{'DBC358D90370'},23.615000,35.230000,zone3,top,2024-06-20 09:18:46
{'EEC412FDCADF'},22.440001,38.820000,zone1,top,2024-06-20 09:18:46
{'C4D912ED63C6'},25.330000,32.660000,zone2,bottom,2024-06-20 09:18:46
{'C631F5295273'},20.844999,40.445000,zone1,bottom,2024-06-20 09:28:46
{'C4D912ED63C6'},25.155001,32.680000,zone2,bottom,2024-06-20 09:28:47
{'C37E14567097'},21.815001,37.432499,zone3,bottom,2024-06-20 09:38:47
{'C4D912ED63C6'},24.735001,33.340000,zone2,bottom,2024-06-20 09:38:47
{'C571D4304234'},22.975000,36.369999,zone2,top,2024-06-20 09:38:47
{'C631F5295273'},21.135000,40.355000,zone1,bottom,2024-06-20 09:48:47
{'C4D912ED63C6'},24.709999,33.435001,zone2,bottom,2024-06-20 09:48:48
{'C37E14567097'},23.805000,36.395000,zone3,bottom,2024-06-20 09:58:48
{'EEC412FDCADF'},22.875000,39.610001,zone1,top,2024-06-20 09:58:48
{'C571D4304234'},24.135000,35.722500,zone2,top,2024-06-20 09:58:48
{'C631F5295273'},22.350000,38.222500,zone1,bottom,2024-06-20 10:08:48
{'EEC412FDCADF'},23.459999,36.990002,zone1,top,2024-06-20 10:08:49
{'C631F5295273'},22.405001,38.700001,zone1,bottom,2024-06-20 10:18:49
{'EEC412FDCADF'},23.490000,37.275002,zone1,top,2024-06-20 10:18:49
{'C4D912ED63C6'},27.260000,31.055000,zone2,bottom,2024-06-20 10:18:49
{'C571D4304234'},25.530001,33.244999,zone2,top,2024-06-20 10:28:49
{'C4D912ED63C6'},27.709999,30.410000,zone2,bottom,2024-06-20 10:28:50
{'DBC358D90370'},26.625000,31.372499,zone3,top,2024-06-20 10:38:50
{'EEC412FDCADF'},24.530001,35.952499,zone1,top,2024-06-20 10:38:51
{'C37E14567097'},26.195000,32.445000,zone3,bottom,2024-06-20 10:38:51
{'DBC358D90370'},25.830000,31.172501,zone3,top,2024-06-20 10:48:51
{'C571D4304234'},25.795000,31.777500,zone2,top,2024-06-20 10:48:51
{'C4D912ED63C6'},27.860001,28.962500,zone2,bottom,2024-06-20 10:48:52
{'DBC358D90370'},25.565001,31.582500,zone3,top,2024-06-20 10:58:51
{'EEC412FDCADF'},23.945000,35.652500,zone1,top,2024-06-20 10:58:52
{'C571D4304234'},25.795000,32.275002,zone2,top,2024-06-20 10:58:51
{'C631F5295273'},23.485001,35.587502,zone1,bottom,2024-06-20 11:08:52
{'C37E14567097'},25.420000,31.959999,zone3,bottom,2024-06-20 11:08:52
{'C571D4304234'},25.985001,31.477501,zone2,top,2024-06-20 11:08:53
{'C4D912ED63C6'},28.065001,28.320000,zone2,bottom,2024-06-20 11:18:54
{'EEC412FDCADF'},24.625000,34.552502,zone1,top,2024-06-20 11:18:54
{'C571D4304234'},26.010000,31.139999,zone2,top,2024-06-20 11:18:55
{'DBC358D90370'},26.334999,30.957500,zone3,top,2024-06-20 11:28:54
{'C571D4304234'},25.920000,31.870001,zone2,top,2024-06-20 11:28:55
{'C631F5295273'},23.150000,36.382500,zone1,bottom,2024-06-20 11:28:55
{'C571D4304234'},25.875000,31.094999,zone2,top,2024-06-20 11:38:54
{'C4D912ED63C6'},27.775000,28.227501,zone2,bottom,2024-06-20 11:38:55
{'EEC412FDCADF'},24.045000,35.052502,zone1,top,2024-06-20 11:38:55
{'C4D912ED63C6'},27.865000,28.132500,zone2,bottom,2024-06-20 11:48:54
{'EEC412FDCADF'},24.290001,34.240002,zone1,top,2024-06-20 11:48:54
{'C571D4304234'},26.084999,30.872499,zone2,top,2024-06-20 11:48:55
{'C631F5295273'},23.795000,34.540001,zone1,bottom,2024-06-20 11:58:55
{'C37E14567097'},24.865000,31.860001,zone3,bottom,2024-06-20 11:58:55
{'EEC412FDCADF'},24.400000,34.342499,zone1,top,2024-06-20 11:58:55
{'EEC412FDCADF'},25.570000,33.424999,zone1,top,2024-06-20 12:08:57
{'C4D912ED63C6'},28.695000,27.504999,zone2,bottom,2024-06-20 12:08:58
{'C571D4304234'},27.070000,30.157499,zone2,top,2024-06-20 12:08:58
{'C4D912ED63C6'},27.365000,28.172501,zone2,bottom,2024-06-20 12:18:56
{'DBC358D90370'},25.780001,29.820000,zone3,top,2024-06-20 12:18:56
{'C37E14567097'},24.985001,31.375000,zone3,bottom,2024-06-20 12:18:57
{'C631F5295273'},23.344999,34.507500,zone1,bottom,2024-06-20 12:18:57
{'C571D4304234'},25.805000,30.750000,zone2,top,2024-06-20 12:18:58
{'C4D912ED63C6'},26.030001,29.437500,zone2,bottom,2024-06-20 12:28:56
{'DBC358D90370'},24.320000,31.377501,zone3,top,2024-06-20 12:28:57
{'C631F5295273'},22.350000,35.797501,zone1,bottom,2024-06-20 12:28:57
{'EEC412FDCADF'},22.860001,35.622501,zone1,top,2024-06-20 12:28:57
{'C4D912ED63C6'},25.790001,30.004999,zone2,bottom,2024-06-20 12:38:57
{'C631F5295273'},22.275000,36.070000,zone1,bottom,2024-06-20 12:38:57
{'EEC412FDCADF'},22.875000,36.224998,zone1,top,2024-06-20 12:38:58
{'C631F5295273'},22.969999,36.200001,zone1,bottom,2024-06-20 12:48:58
{'C4D912ED63C6'},26.610001,29.932501,zone2,bottom,2024-06-20 12:48:58
{'EEC412FDCADF'},23.514999,36.044998,zone1,top,2024-06-20 12:48:58
{'C37E14567097'},23.375000,33.895000,zone3,bottom,2024-06-20 12:58:58
{'C631F5295273'},22.440001,36.235001,zone1,bottom,2024-06-20 12:58:58
{'C4D912ED63C6'},25.955000,30.217501,zone2,bottom,2024-06-20 12:58:59
{'C571D4304234'},23.639999,33.192501,zone2,top,2024-06-20 13:08:59
{'EEC412FDCADF'},22.280001,36.337502,zone1,top,2024-06-20 13:08:59
{'C37E14567097'},22.740000,34.077499,zone3,bottom,2024-06-20 13:08:59
{'C631F5295273'},21.525000,37.647499,zone1,bottom,2024-06-20 13:18:59
{'C37E14567097'},22.459999,35.320000,zone3,bottom,2024-06-20 13:18:59
{'C4D912ED63C6'},24.665001,31.629999,zone2,bottom,2024-06-20 13:18:59
{'C571D4304234'},23.545000,34.130001,zone2,top,2024-06-20 13:29:00
{'C631F5295273'},21.655001,37.637501,zone1,bottom,2024-06-20 13:29:00
{'C37E14567097'},22.500000,35.375000,zone3,bottom,2024-06-20 13:29:00
{'C631F5295273'},22.525000,37.044998,zone1,bottom,2024-06-20 13:39:00
{'DBC358D90370'},23.940001,33.287498,zone3,top,2024-06-20 13:39:01
{'C4D912ED63C6'},24.955000,31.700001,zone2,bottom,2024-06-20 13:39:01
{'DBC358D90370'},23.080000,33.417500,zone3,top,2024-06-20 13:49:01
{'C631F5295273'},21.305000,37.145000,zone1,bottom,2024-06-20 13:49:01
{'C4D912ED63C6'},24.320000,31.642500,zone2,bottom,2024-06-20 13:49:01
{'C37E14567097'},21.735001,35.509998,zone3,bottom,2024-06-20 13:59:02
{'C631F5295273'},20.969999,37.277500,zone1,bottom,2024-06-20 13:59:02
{'C4D912ED63C6'},23.830000,31.930000,zone2,bottom,2024-06-20 13:59:02
{'DBC358D90370'},21.860001,35.000000,zone3,top,2024-06-20 14:09:02
{'C631F5295273'},20.415001,38.930000,zone1,bottom,2024-06-20 14:09:02
{'C571D4304234'},21.969999,35.477501,zone2,top,2024-06-20 14:09:02
{'DBC358D90370'},22.170000,35.845001,zone3,top,2024-06-20 14:19:03
{'C37E14567097'},21.365000,37.560001,zone3,bottom,2024-06-20 14:19:03
{'C571D4304234'},22.415001,36.200001,zone2,top,2024-06-20 14:19:03
{'C631F5295273'},20.945000,39.185001,zone1,bottom,2024-06-20 14:29:03
{'DBC358D90370'},22.240000,35.865002,zone3,top,2024-06-20 14:29:03
{'C37E14567097'},21.459999,37.580002,zone3,bottom,2024-06-20 14:29:03
{'C571D4304234'},22.665001,36.697498,zone2,top,2024-06-20 14:39:03
{'C37E14567097'},21.580000,38.209999,zone3,bottom,2024-06-20 14:39:03
{'DBC358D90370'},22.510000,36.317501,zone3,top,2024-06-20 14:39:04
{'C571D4304234'},24.094999,35.990002,zone2,top,2024-06-20 14:49:03
{'C631F5295273'},23.280001,38.049999,zone1,bottom,2024-06-20 14:49:04
{'EEC412FDCADF'},24.615000,37.580002,zone1,top,2024-06-20 14:49:04
{'DBC358D90370'},23.695000,35.722500,zone3,top,2024-06-20 14:59:04
{'C571D4304234'},24.545000,35.387501,zone2,top,2024-06-20 14:59:04
{'EEC412FDCADF'},26.030001,35.845001,zone1,top,2024-06-20 14:59:05
{'C631F5295273'},22.290001,38.529999,zone1,bottom,2024-06-20 15:09:04
{'C571D4304234'},23.155001,36.720001,zone2,top,2024-06-20 15:09:05
{'EEC412FDCADF'},24.545000,36.275002,zone1,top,2024-06-20 15:09:05
{'C571D4304234'},22.514999,37.865002,zone2,top,2024-06-20 15:19:06
{'C4D912ED63C6'},22.750000,36.477501,zone2,bottom,2024-06-20 15:19:07
{'DBC358D90370'},21.690001,38.465000,zone3,top,2024-06-20 15:19:07
{'DBC358D90370'},21.415001,38.889999,zone3,top,2024-06-20 15:29:04
{'C571D4304234'},22.815001,37.442501,zone2,top,2024-06-20 15:29:05
{'C4D912ED63C6'},22.834999,36.490002,zone2,bottom,2024-06-20 15:29:05
{'C631F5295273'},25.865000,34.240002,zone1,bottom,2024-06-20 15:39:06
{'DBC358D90370'},21.320000,39.529999,zone3,top,2024-06-20 15:39:07
{'C37E14567097'},21.545000,39.705002,zone3,bottom,2024-06-20 15:39:07
{'C571D4304234'},22.240000,37.962502,zone2,top,2024-06-20 15:49:05
{'C37E14567097'},21.065001,40.115002,zone3,bottom,2024-06-20 15:49:06
{'C37E14567097'},20.525000,41.005001,zone3,bottom,2024-06-20 15:59:06
{'C571D4304234'},21.615000,39.035000,zone2,top,2024-06-20 15:59:06
{'C631F5295273'},25.264999,34.877499,zone1,bottom,2024-06-20 15:59:06
{'DBC358D90370'},20.115000,41.552502,zone3,top,2024-06-20 16:09:06
{'EEC412FDCADF'},27.795000,32.472500,zone1,top,2024-06-20 16:09:06
{'C571D4304234'},20.975000,40.227501,zone2,top,2024-06-20 16:09:07
{'EEC412FDCADF'},26.920000,32.982498,zone1,top,2024-06-20 16:19:06
{'C4D912ED63C6'},20.080000,41.244999,zone2,bottom,2024-06-20 16:19:06
{'C571D4304234'},20.440001,41.470001,zone2,top,2024-06-20 16:19:07
{'C37E14567097'},19.219999,43.255001,zone3,bottom,2024-06-20 16:29:06
{'C631F5295273'},25.100000,34.215000,zone1,bottom,2024-06-20 16:29:07
{'C4D912ED63C6'},19.600000,41.575001,zone2,bottom,2024-06-20 16:29:07
{'DBC358D90370'},18.915001,44.142502,zone3,top,2024-06-20 16:39:07
{'C37E14567097'},18.945000,44.439999,zone3,bottom,2024-06-20 16:39:08
{'C571D4304234'},19.330000,43.337502,zone2,top,2024-06-20 16:39:08
{'C631F5295273'},27.275000,32.157501,zone1,bottom,2024-06-20 16:49:08
{'C571D4304234'},19.195000,43.799999,zone2,top,2024-06-20 16:49:08
{'C37E14567097'},18.900000,44.892502,zone3,bottom,2024-06-20 16:49:09
{'C631F5295273'},27.400000,32.237499,zone1,bottom,2024-06-20 16:59:09
{'DBC358D90370'},18.365000,45.735001,zone3,top,2024-06-20 16:59:09
{'EEC412FDCADF'},23.735001,35.299999,zone1,top,2024-06-20 16:59:09
{'C37E14567097'},18.170000,47.430000,zone3,bottom,2024-06-20 17:09:09
{'DBC358D90370'},17.920000,47.682499,zone3,top,2024-06-20 17:09:10
{'C4D912ED63C6'},17.735001,48.092499,zone2,bottom,2024-06-20 17:19:09
{'EEC412FDCADF'},18.094999,45.982498,zone1,top,2024-06-20 17:19:10
{'C631F5295273'},20.365000,41.535000,zone1,bottom,2024-06-20 17:19:10
{'C571D4304234'},17.485001,50.180000,zone2,top,2024-06-20 17:29:10
{'C37E14567097'},17.500000,50.455002,zone3,bottom,2024-06-20 17:29:10
{'EEC412FDCADF'},17.500000,48.509998,zone1,top,2024-06-20 17:29:10
{'C4D912ED63C6'},17.115000,51.525002,zone2,bottom,2024-06-20 17:39:10
{'EEC412FDCADF'},17.320000,50.345001,zone1,top,2024-06-20 17:39:10
{'C631F5295273'},17.764999,49.555000,zone1,bottom,2024-06-20 17:39:11
{'C37E14567097'},16.959999,53.849998,zone3,bottom,2024-06-20 17:49:11
{'EEC412FDCADF'},17.030001,52.562500,zone1,top,2024-06-20 17:49:11
{'C631F5295273'},17.275000,52.267502,zone1,bottom,2024-06-20 17:49:11
{'C4D912ED63C6'},16.750000,54.642502,zone2,bottom,2024-06-20 17:59:11
{'C631F5295273'},17.330000,53.450001,zone1,bottom,2024-06-20 17:59:12
{'C37E14567097'},16.740000,55.075001,zone3,bottom,2024-06-20 17:59:12
{'EEC412FDCADF'},17.195000,54.077499,zone1,top,2024-06-20 18:09:11
{'C631F5295273'},17.330000,54.535000,zone1,bottom,2024-06-20 18:09:12
{'C37E14567097'},16.844999,55.520000,zone3,bottom,2024-06-20 18:09:12
{'DBC358D90370'},16.725000,56.895000,zone3,top,2024-06-20 18:19:12
{'C631F5295273'},17.100000,55.922501,zone1,bottom,2024-06-20 18:19:13
{'EEC412FDCADF'},17.000000,55.320000,zone1,top,2024-06-20 18:19:13
{'DBC358D90370'},16.469999,57.834999,zone3,top,2024-06-20 18:29:13
{'C37E14567097'},16.570000,57.557499,zone3,bottom,2024-06-20 18:29:13
{'C4D912ED63C6'},16.570000,56.967499,zone2,bottom,2024-06-20 18:29:13
{'C631F5295273'},16.625000,58.279999,zone1,bottom,2024-06-20 18:39:13
{'DBC358D90370'},16.080000,59.724998,zone3,top,2024-06-20 18:39:14
{'EEC412FDCADF'},16.405001,57.777500,zone1,top,2024-06-20 18:39:14
{'C37E14567097'},15.900000,60.715000,zone3,bottom,2024-06-20 18:49:14
{'DBC358D90370'},15.665000,61.522499,zone3,top,2024-06-20 18:49:14
{'EEC412FDCADF'},15.975000,59.882500,zone1,top,2024-06-20 18:49:14
{'EEC412FDCADF'},15.475000,61.232498,zone1,top,2024-06-20 18:59:14
{'C571D4304234'},15.350000,62.025002,zone2,top,2024-06-20 18:59:15
{'DBC358D90370'},15.190000,62.935001,zone3,top,2024-06-20 18:59:15
{'DBC358D90370'},14.595000,65.622498,zone3,top,2024-06-20 19:09:16
{'C631F5295273'},15.275000,64.669998,zone1,bottom,2024-06-20 19:09:17
{'C4D912ED63C6'},14.780000,64.322502,zone2,bottom,2024-06-20 19:09:17
{'C571D4304234'},14.780000,64.555000,zone2,top,2024-06-20 19:09:17
{'C37E14567097'},14.455000,65.839996,zone3,bottom,2024-06-20 19:19:15
{'C4D912ED63C6'},14.260000,65.767502,zone2,bottom,2024-06-20 19:19:15
{'EEC412FDCADF'},14.030000,67.050003,zone1,top,2024-06-20 19:29:15
{'C37E14567097'},13.920000,68.154999,zone3,bottom,2024-06-20 19:29:15
{'C631F5295273'},14.415000,67.875000,zone1,bottom,2024-06-20 19:29:16
{'C37E14567097'},13.515000,69.305000,zone3,bottom,2024-06-20 19:39:17
{'C571D4304234'},13.070000,70.025002,zone2,top,2024-06-20 19:39:17
{'C631F5295273'},14.065000,69.464996,zone1,bottom,2024-06-20 19:39:18
{'EEC412FDCADF'},13.640000,69.267502,zone1,top,2024-06-20 19:39:18
{'C4D912ED63C6'},13.190000,69.595001,zone2,bottom,2024-06-20 19:39:18
{'DBC358D90370'},12.970000,70.910004,zone3,top,2024-06-20 19:39:19
{'DBC358D90370'},12.485000,72.514999,zone3,top,2024-06-20 19:49:15
{'EEC412FDCADF'},13.240000,70.207497,zone1,top,2024-06-20 19:49:16
{'C631F5295273'},13.600000,70.269997,zone1,bottom,2024-06-20 19:49:16
{'C571D4304234'},12.580000,71.474998,zone2,top,2024-06-20 19:49:17
{'C37E14567097'},13.055000,70.442497,zone3,bottom,2024-06-20 19:49:17
{'C4D912ED63C6'},12.690000,71.252502,zone2,bottom,2024-06-20 19:49:17
{'C37E14567097'},12.625000,71.562500,zone3,bottom,2024-06-20 19:59:16
{'DBC358D90370'},12.030000,73.839996,zone3,top,2024-06-20 19:59:16
{'C571D4304234'},12.040000,71.925003,zone2,top,2024-06-20 19:59:16
{'C4D912ED63C6'},11.990000,74.007500,zone2,bottom,2024-06-20 20:09:16
{'C571D4304234'},11.820000,74.025002,zone2,top,2024-06-20 20:09:17
{'EEC412FDCADF'},12.835000,72.904999,zone1,top,2024-06-20 20:09:17
{'C37E14567097'},12.110000,74.800003,zone3,bottom,2024-06-20 20:19:17
{'C631F5295273'},12.920000,75.349998,zone1,bottom,2024-06-20 20:19:17
{'C571D4304234'},11.640000,76.180000,zone2,top,2024-06-20 20:19:17
{'C631F5295273'},12.790000,75.324997,zone1,bottom,2024-06-20 20:29:17
{'C571D4304234'},11.445000,75.614998,zone2,top,2024-06-20 20:29:17
{'EEC412FDCADF'},12.500000,74.052498,zone1,top,2024-06-20 20:29:18
{'C4D912ED63C6'},11.330000,76.245003,zone2,bottom,2024-06-20 20:39:17
{'EEC412FDCADF'},12.190000,75.237503,zone1,top,2024-06-20 20:39:18
{'DBC358D90370'},11.000000,77.782501,zone3,top,2024-06-20 20:39:18
{'C37E14567097'},11.640000,77.334999,zone3,bottom,2024-06-20 20:49:18
{'C571D4304234'},10.805000,78.222504,zone2,top,2024-06-20 20:49:18
{'DBC358D90370'},10.820000,79.375000,zone3,top,2024-06-20 20:49:19
{'C4D912ED63C6'},10.905000,79.430000,zone2,bottom,2024-06-20 20:59:18
{'DBC358D90370'},10.600000,80.324997,zone3,top,2024-06-20 20:59:18
{'EEC412FDCADF'},11.970000,77.812500,zone1,top,2024-06-20 20:59:18
{'C631F5295273'},12.415000,81.059998,zone1,bottom,2024-06-20 21:09:19
{'DBC358D90370'},10.585000,81.967499,zone3,top,2024-06-20 21:09:19
{'C4D912ED63C6'},11.150000,81.125000,zone2,bottom,2024-06-20 21:19:19
{'C631F5295273'},12.740000,80.175003,zone1,bottom,2024-06-20 21:19:19
{'EEC412FDCADF'},12.525000,78.217499,zone1,top,2024-06-20 21:19:19
{'C4D912ED63C6'},11.250000,81.875000,zone2,bottom,2024-06-20 21:29:19
{'DBC358D90370'},11.165000,82.110001,zone3,top,2024-06-20 21:29:19
{'EEC412FDCADF'},12.580000,78.067497,zone1,top,2024-06-20 21:29:20
{'DBC358D90370'},10.805000,81.577499,zone3,top,2024-06-20 21:39:20
{'C37E14567097'},11.530000,79.339996,zone3,bottom,2024-06-20 21:39:20
{'EEC412FDCADF'},12.360000,77.760002,zone1,top,2024-06-20 21:39:20
{'C4D912ED63C6'},10.615000,81.202499,zone2,bottom,2024-06-20 21:49:20
{'DBC358D90370'},10.440000,82.455002,zone3,top,2024-06-20 21:49:21
{'C37E14567097'},11.225000,80.192497,zone3,bottom,2024-06-20 21:49:21
{'C37E14567097'},10.940000,80.699997,zone3,bottom,2024-06-20 21:59:21
{'DBC358D90370'},10.110000,82.065002,zone3,top,2024-06-20 21:59:21
{'DBC358D90370'},9.780000,82.724998,zone3,top,2024-06-20 22:09:21
{'C571D4304234'},9.765000,80.785004,zone2,top,2024-06-20 22:09:21
{'C4D912ED63C6'},10.030000,81.389999,zone2,bottom,2024-06-20 22:09:22
{'DBC358D90370'},9.420000,82.959999,zone3,top,2024-06-20 22:19:21
{'C37E14567097'},10.440000,81.089996,zone3,bottom,2024-06-20 22:19:22
{'C631F5295273'},11.210000,81.334999,zone1,bottom,2024-06-20 22:19:22
{'C571D4304234'},8.905000,81.375000,zone2,top,2024-06-20 22:29:22
{'EEC412FDCADF'},10.705000,80.612503,zone1,top,2024-06-20 22:29:22
{'DBC358D90370'},9.015000,83.014999,zone3,top,2024-06-20 22:29:22
{'EEC412FDCADF'},10.705000,81.250000,zone1,top,2024-06-20 22:39:22
{'C631F5295273'},10.845000,82.820000,zone1,bottom,2024-06-20 22:39:23
{'C571D4304234'},8.780000,82.012497,zone2,top,2024-06-20 22:39:22
{'C571D4304234'},8.445000,82.169998,zone2,top,2024-06-20 22:49:23
{'C37E14567097'},9.540000,81.917503,zone3,bottom,2024-06-20 22:49:23
{'C4D912ED63C6'},8.940000,82.752502,zone2,bottom,2024-06-20 22:49:23
{'C571D4304234'},8.115000,82.279999,zone2,top,2024-06-20 22:59:23
{'DBC358D90370'},8.475000,84.209999,zone3,top,2024-06-20 22:59:23
{'EEC412FDCADF'},10.110000,81.337502,zone1,top,2024-06-20 22:59:24
{'C631F5295273'},10.030000,84.199997,zone1,bottom,2024-06-20 23:09:24
